epoch,train_loss,valid_loss,pixel_accuracy,dice,jaccard,time
0,0.2800484299659729,0.2812275290489197,0.9247992634773254,0.22935256361961365,0.2049599438905716,03:14
1,0.25673481822013855,0.2811129093170166,0.9288740754127502,0.3471232056617737,0.2770013213157654,03:13
2,0.277696818113327,0.24469585716724396,0.931053102016449,0.35859841108322144,0.2834540605545044,03:11
3,0.20692084729671478,0.21761496365070343,0.9352705478668213,0.46845346689224243,0.3708152174949646,03:12
4,0.21102085709571838,0.20220167934894562,0.934823215007782,0.49798569083213806,0.3922816812992096,03:13
5,0.20069988071918488,0.20594504475593567,0.9360782504081726,0.4756115972995758,0.37244150042533875,03:13
6,0.22698670625686646,0.20791517198085785,0.9368334412574768,0.4726725220680237,0.3614591956138611,03:13
7,0.1711142361164093,0.22443059086799622,0.9378103017807007,0.47225093841552734,0.36982202529907227,03:12
8,0.1546890288591385,0.19446924328804016,0.9362125992774963,0.5699132680892944,0.4436624050140381,03:10
9,0.19090305268764496,0.1994558572769165,0.9367878437042236,0.4915614128112793,0.37922656536102295,03:11
10,0.1444874405860901,0.19541996717453003,0.9353614449501038,0.5497876405715942,0.4435228407382965,03:12
11,0.14422598481178284,0.20271532237529755,0.9323700666427612,0.5499690771102905,0.4376467168331146,03:11
12,0.11715675890445709,0.2279943823814392,0.9406548738479614,0.5684949159622192,0.4411381185054779,03:10
13,0.10445322841405869,0.22201523184776306,0.9332170486450195,0.5673631429672241,0.444063663482666,03:11
14,0.11752744019031525,0.21430829167366028,0.9393340945243835,0.5906516313552856,0.46020016074180603,03:11
15,0.1004900187253952,0.21791857481002808,0.938635528087616,0.61152583360672,0.4815378189086914,03:11
16,0.09192205220460892,0.23357778787612915,0.9343625903129578,0.5907227993011475,0.457205206155777,03:11
17,0.08566312491893768,0.2093949168920517,0.9417984485626221,0.634209394454956,0.5024992823600769,03:11
18,0.07728011161088943,0.22778747975826263,0.9425763487815857,0.6330732703208923,0.500231146812439,03:11
19,0.07544443011283875,0.22916772961616516,0.9388392567634583,0.6105300784111023,0.48347312211990356,03:10
20,0.07009702175855637,0.23294417560100555,0.944032609462738,0.641321063041687,0.510064959526062,03:11
21,0.0620221346616745,0.23402264714241028,0.9436520338058472,0.6186439394950867,0.49276813864707947,03:09
22,0.06268417090177536,0.27210381627082825,0.9432319402694702,0.6198821067810059,0.49325767159461975,03:11
23,0.056886181235313416,0.2539232671260834,0.9443115592002869,0.6401981711387634,0.5069961547851562,03:11
24,0.055396582931280136,0.25226062536239624,0.9443416595458984,0.6424010992050171,0.5112276077270508,03:12
25,0.051156215369701385,0.25536003708839417,0.9442845582962036,0.6332582235336304,0.5032938122749329,03:12
26,0.05624533072113991,0.2564125955104828,0.9443998336791992,0.6498886346817017,0.5176612734794617,03:11
27,0.05188627541065216,0.2532385289669037,0.944075345993042,0.6401768922805786,0.5094512701034546,03:11
28,0.05652861297130585,0.25560542941093445,0.9442518949508667,0.6419773101806641,0.5112361907958984,03:10
29,0.05493999272584915,0.25391408801078796,0.9447471499443054,0.6436907649040222,0.512131929397583,03:10
