epoch,train_loss,valid_loss,pixel_accuracy,dice,jaccard,time
0,0.30401548743247986,0.9476849436759949,0.9237760901451111,0.19333723187446594,0.18538816273212433,04:45
1,0.24335980415344238,0.7221663594245911,0.9239733815193176,0.19759401679039001,0.18756462633609772,04:38
2,0.2543959319591522,0.6628525257110596,0.9261679649353027,0.2739119231700897,0.23013992607593536,04:41
3,0.20649471879005432,1.9963613748550415,0.9251083731651306,0.22368574142456055,0.20143909752368927,04:36
4,0.19504357874393463,0.5776728391647339,0.9276277422904968,0.34356561303138733,0.27247801423072815,04:41
5,0.1596790850162506,1.2373539209365845,0.9278950095176697,0.31358447670936584,0.2529183030128479,04:41
6,0.11784624308347702,0.6402183771133423,0.926941990852356,0.34169843792915344,0.27092456817626953,04:40
7,0.09543535858392715,1.25882089138031,0.9265668988227844,0.36349061131477356,0.28538423776626587,04:40
8,0.08610571920871735,1.6806020736694336,0.9230199456214905,0.3792272210121155,0.2954443395137787,04:41
9,0.07643616944551468,0.9802983999252319,0.9276263117790222,0.36662372946739197,0.288268506526947,04:42
10,0.06533259898424149,1.6771043539047241,0.927628219127655,0.3682129681110382,0.2894507348537445,04:40
11,0.06146860122680664,1.4738131761550903,0.9289304614067078,0.3326065242290497,0.2655549645423889,04:40
12,0.0687953531742096,3.8999197483062744,0.9272571206092834,0.2969960570335388,0.24540701508522034,04:41
13,0.05678481608629227,1.1080418825149536,0.9287639260292053,0.36392831802368164,0.28671327233314514,04:41
14,0.047933179885149,4.258368015289307,0.9275332689285278,0.3487553894519806,0.27699100971221924,04:41
15,0.05283796787261963,3.375762462615967,0.9285000562667847,0.3202996253967285,0.25898924469947815,04:41
16,0.04264206811785698,2.9308478832244873,0.9287981390953064,0.33186888694763184,0.26610565185546875,04:41
17,0.0434875562787056,3.346557855606079,0.9289137125015259,0.3442232012748718,0.27369028329849243,04:40
18,0.03787998482584953,1.416630744934082,0.9294418096542358,0.34479427337646484,0.2734629809856415,04:39
19,0.037371933460235596,2.612339735031128,0.929607629776001,0.3704213500022888,0.2909912168979645,04:41
20,0.03249230980873108,1.1411947011947632,0.9292150139808655,0.3458262085914612,0.2750198245048523,04:41
21,0.033478911966085434,1.3507980108261108,0.9291428327560425,0.34779128432273865,0.27628713846206665,04:39
22,0.03181220218539238,2.1928646564483643,0.9290634393692017,0.3449440598487854,0.2744854986667633,04:37
23,0.029906373471021652,1.5435330867767334,0.9292604327201843,0.35289454460144043,0.2795872688293457,04:39
24,0.03231684863567352,2.4016008377075195,0.9297266602516174,0.3594995439052582,0.28354278206825256,04:40
25,0.027497969567775726,2.857700824737549,0.9288880825042725,0.34467941522598267,0.2741912007331848,04:39
26,0.02576751448214054,1.9889744520187378,0.9288241267204285,0.34468311071395874,0.27463898062705994,04:38
27,0.028069425374269485,2.071838140487671,0.9287931323051453,0.35038191080093384,0.277708500623703,04:37
28,0.02748025767505169,6.448523998260498,0.9283667206764221,0.33526611328125,0.26796379685401917,04:37
29,0.02954164892435074,6.413915634155273,0.9283169507980347,0.3333788216114044,0.26691102981567383,04:36
