epoch,train_loss,valid_loss,pixel_accuracy,dice,jaccard,time
0,0.2770625352859497,0.31724613904953003,0.9262383580207825,0.24114318192005157,0.21132850646972656,16:37
1,0.2761750817298889,0.2806365191936493,0.929168164730072,0.3247888684272766,0.26116058230400085,16:50
2,0.2141726315021515,0.32993578910827637,0.9260661602020264,0.3808419704437256,0.30273741483688354,16:49
3,0.19594822824001312,0.37829354405403137,0.9281935095787048,0.3600109815597534,0.28857365250587463,16:54
4,0.15927530825138092,0.3708752393722534,0.9293691515922546,0.39625224471092224,0.3112075924873352,16:46
5,0.14265255630016327,0.4321953058242798,0.9209796786308289,0.37181615829467773,0.2938358187675476,16:53
6,0.11474280059337616,0.5161112546920776,0.9297101497650146,0.3811757266521454,0.3028121590614319,16:52
7,0.1421196162700653,0.4814469814300537,0.9271849989891052,0.27439290285110474,0.2296915352344513,16:48
8,0.08054108917713165,0.44681456685066223,0.9309377074241638,0.42239540815353394,0.3298746347427368,16:51
9,0.062381092458963394,0.6372394561767578,0.926082968711853,0.38978299498558044,0.3097929060459137,16:52
10,0.06005845218896866,0.6041353344917297,0.9310164451599121,0.37247607111930847,0.2949172854423523,16:53
11,0.06803058087825775,0.5882930755615234,0.9279038310050964,0.39725860953330994,0.3144114911556244,16:49
12,0.04991910979151726,0.4877324104309082,0.932345449924469,0.43393397331237793,0.3379186987876892,16:54
13,0.04177276790142059,0.6520398855209351,0.930273175239563,0.40356236696243286,0.31975311040878296,16:50
14,0.03736463934183121,0.5863528847694397,0.9320133328437805,0.4166231155395508,0.3268461525440216,16:55
15,0.039189551025629044,0.6069591641426086,0.9308585524559021,0.43237072229385376,0.34007641673088074,16:50
16,0.03646887093782425,0.6040821075439453,0.9316527843475342,0.42425188422203064,0.3341841399669647,16:51
17,0.03498512879014015,0.616554856300354,0.9307214021682739,0.42848214507102966,0.3369007110595703,16:53
18,0.029892271384596825,0.7419297099113464,0.9322220683097839,0.40713411569595337,0.32124388217926025,16:52
19,0.027103401720523834,0.6920653581619263,0.9329141974449158,0.4331076741218567,0.341284841299057,16:51
20,0.0267629474401474,0.7018154859542847,0.9330466985702515,0.41856613755226135,0.3278459906578064,16:49
21,0.025451185181736946,0.7029953002929688,0.932830274105072,0.4168154299259186,0.3274916112422943,16:54
22,0.024292493239045143,0.8080492615699768,0.9318768978118896,0.40339261293411255,0.31840619444847107,16:48
23,0.022576680406928062,0.7842171788215637,0.9331515431404114,0.423452228307724,0.33246520161628723,16:55
24,0.023033875972032547,0.8829796314239502,0.9326696395874023,0.4126536250114441,0.3255830407142639,16:49
25,0.02293437346816063,0.9339961409568787,0.9320073127746582,0.40612635016441345,0.32108432054519653,16:55
26,0.0206309761852026,0.9199727773666382,0.9320654273033142,0.4020927846431732,0.31796231865882874,16:48
27,0.020192496478557587,0.8880873918533325,0.932766318321228,0.4177684783935547,0.3283754289150238,16:54
28,0.02024022862315178,0.8468183875083923,0.9327294826507568,0.4169617295265198,0.32831043004989624,16:49
29,0.019584616646170616,0.8484939336776733,0.9324328899383545,0.41822272539138794,0.3291968107223511,16:55
